,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
4635,AA,2017-02-02,36.7,38.37,36.63,37.68,5049682.0,0.0,1.0,36.7,38.37,36.63,37.68,5049682.0
4636,AA,2017-02-03,37.87,38.05,36.83,36.86,5243205.0,0.0,1.0,37.87,38.05,36.83,36.86,5243205.0
4637,AA,2017-02-06,36.9,38.0,36.8,37.75,2833638.0,0.0,1.0,36.9,38.0,36.8,37.75,2833638.0
4638,AA,2017-02-07,38.04,38.25,37.31,37.97,3269794.0,0.0,1.0,38.04,38.25,37.31,37.97,3269794.0
4639,AA,2017-02-08,37.93,38.5,37.11,37.54,3119915.0,0.0,1.0,37.93,38.5,37.11,37.54,3119915.0
4640,AA,2017-02-09,37.41,37.75,36.994,37.42,3392385.0,0.0,1.0,37.41,37.75,36.994,37.42,3392385.0
4641,AA,2017-02-10,37.92,38.54,37.505,38.3,3629116.0,0.0,1.0,37.92,38.54,37.505,38.3,3629116.0
4642,AA,2017-02-13,38.79,39.78,38.45,38.48,5366057.0,0.0,1.0,38.79,39.78,38.45,38.48,5366057.0
4643,AA,2017-02-14,38.57,39.25,38.18,38.56,3754357.0,0.0,1.0,38.57,39.25,38.18,38.56,3754357.0
4644,AA,2017-02-15,38.25,38.3,37.73,37.87,11488878.0,0.0,1.0,38.25,38.3,37.73,37.87,11488878.0
4645,AA,2017-02-16,37.82,37.8303,36.35,36.46,7040708.0,0.0,1.0,37.82,37.8303,36.35,36.46,7040708.0
4646,AA,2017-02-17,36.24,36.61,35.79,36.21,4516538.0,0.0,1.0,36.24,36.61,35.79,36.21,4516538.0
4647,AA,2017-02-21,36.31,37.01,36.23,36.71,3393391.0,0.0,1.0,36.31,37.01,36.23,36.71,3393391.0
4648,AA,2017-02-22,36.4,36.71,36.21,36.6,2587865.0,0.0,1.0,36.4,36.71,36.21,36.6,2587865.0
4649,AA,2017-02-23,36.86,36.88,34.26,34.32,7139960.0,0.0,1.0,36.86,36.88,34.26,34.32,7139960.0
4650,AA,2017-02-24,33.81,34.64,33.35,34.48,5763834.0,0.0,1.0,33.81,34.64,33.35,34.48,5763834.0
4651,AA,2017-02-27,34.52,35.38,34.19,34.78,3898218.0,0.0,1.0,34.52,35.38,34.19,34.78,3898218.0
4652,AA,2017-02-28,34.73,35.33,34.4,34.59,4034102.0,0.0,1.0,34.73,35.33,34.4,34.59,4034102.0
4653,AA,2017-03-01,35.93,38.15,35.85,37.99,10564474.0,0.0,1.0,35.93,38.15,35.85,37.99,10564474.0
4654,AA,2017-03-02,37.64,38.17,35.83,35.85,5098625.0,0.0,1.0,37.64,38.17,35.83,35.85,5098625.0
4655,AA,2017-03-03,36.06,36.89,35.75,36.38,3238051.0,0.0,1.0,36.06,36.89,35.75,36.38,3238051.0
4656,AA,2017-03-06,36.8,37.48,35.8,36.93,5764124.0,0.0,1.0,36.8,37.48,35.8,36.93,5764124.0
4657,AA,2017-03-07,36.81,36.89,35.75,35.8,3753385.0,0.0,1.0,36.81,36.89,35.75,35.8,3753385.0
4658,AA,2017-03-08,35.9,36.82,35.9,35.99,4485667.0,0.0,1.0,35.9,36.82,35.9,35.99,4485667.0
4659,AA,2017-03-09,36.07,36.55,34.89,35.36,4826219.0,0.0,1.0,36.07,36.55,34.89,35.36,4826219.0
4660,AA,2017-03-10,35.9,36.0,34.235,34.53,4052315.0,0.0,1.0,35.9,36.0,34.235,34.53,4052315.0
4661,AA,2017-03-13,35.21,35.52,34.53,34.7,2491431.0,0.0,1.0,35.21,35.52,34.53,34.7,2491431.0
4662,AA,2017-03-14,34.45,34.58,33.77,34.19,3113001.0,0.0,1.0,34.45,34.58,33.77,34.19,3113001.0
4663,AA,2017-03-15,34.4,35.29,33.95,35.14,3753386.0,0.0,1.0,34.4,35.29,33.95,35.14,3753386.0
4664,AA,2017-03-16,35.66,35.99,34.98,35.38,3644274.0,0.0,1.0,35.66,35.99,34.98,35.38,3644274.0
4665,AA,2017-03-17,35.57,35.98,34.95,34.97,3827967.0,0.0,1.0,35.57,35.98,34.95,34.97,3827967.0
4666,AA,2017-03-20,34.9,35.36,34.1,34.9,2688853.0,0.0,1.0,34.9,35.36,34.1,34.9,2688853.0
4667,AA,2017-03-21,34.9,35.25,33.17,33.22,4540663.0,0.0,1.0,34.9,35.25,33.17,33.22,4540663.0
4668,AA,2017-03-22,33.35,34.15,33.01,33.69,2878415.0,0.0,1.0,33.35,34.15,33.01,33.69,2878415.0
4669,AA,2017-03-23,33.41,33.69,33.11,33.31,3071983.0,0.0,1.0,33.41,33.69,33.11,33.31,3071983.0
4670,AA,2017-03-24,33.61,33.86,32.365,32.56,4110369.0,0.0,1.0,33.61,33.86,32.365,32.56,4110369.0
4671,AA,2017-03-27,31.74,32.57,31.29,32.47,3654475.0,0.0,1.0,31.74,32.57,31.29,32.47,3654475.0
4672,AA,2017-03-28,32.5,33.6368,32.45,32.92,4039664.0,0.0,1.0,32.5,33.6368,32.45,32.92,4039664.0
4673,AA,2017-03-29,32.91,33.29,32.73,32.91,2611803.0,0.0,1.0,32.91,33.29,32.73,32.91,2611803.0
4674,AA,2017-03-30,33.0,35.14,32.96,33.49,7122597.0,0.0,1.0,33.0,35.14,32.96,33.49,7122597.0
4675,AA,2017-03-31,34.06,34.74,33.6,34.4,5188399.0,0.0,1.0,34.06,34.74,33.6,34.4,5188399.0
4676,AA,2017-04-03,34.62,35.0,33.501999999999995,34.22,4204663.0,0.0,1.0,34.62,35.0,33.501999999999995,34.22,4204663.0
4677,AA,2017-04-04,34.03,34.5,33.821,34.23,2297037.0,0.0,1.0,34.03,34.5,33.821,34.23,2297037.0
4678,AA,2017-04-05,34.79,35.09,33.755,33.85,4016824.0,0.0,1.0,34.79,35.09,33.755,33.85,4016824.0
4679,AA,2017-04-06,33.85,34.16,33.19,33.65,3627131.0,0.0,1.0,33.85,34.16,33.19,33.65,3627131.0
4680,AA,2017-04-07,33.25,34.13,33.150999999999996,33.73,3673929.0,0.0,1.0,33.25,34.13,33.150999999999996,33.73,3673929.0
4681,AA,2017-04-10,33.66,33.78,33.2,33.66,2575451.0,0.0,1.0,33.66,33.78,33.2,33.66,2575451.0
4682,AA,2017-04-11,33.57,34.46,33.15,34.39,3142542.0,0.0,1.0,33.57,34.46,33.15,34.39,3142542.0
4683,AA,2017-04-12,33.86,34.29,32.03,32.05,7603354.0,0.0,1.0,33.86,34.29,32.03,32.05,7603354.0
4684,AA,2017-04-13,32.11,32.47,30.99,30.99,6143280.0,0.0,1.0,32.11,32.47,30.99,30.99,6143280.0
4685,AA,2017-04-17,31.17,31.79,30.97,31.31,4099722.0,0.0,1.0,31.17,31.79,30.97,31.31,4099722.0
4686,AA,2017-04-18,30.78,32.37,30.45,31.76,5018853.0,0.0,1.0,30.78,32.37,30.45,31.76,5018853.0
4687,AA,2017-04-19,32.18,32.44,31.28,31.3,2465529.0,0.0,1.0,32.18,32.44,31.28,31.3,2465529.0
4688,AA,2017-04-20,31.89,32.3,31.46,32.04,5429646.0,0.0,1.0,31.89,32.3,31.46,32.04,5429646.0
4689,AA,2017-04-21,32.2,32.55,31.65,31.7,5043928.0,0.0,1.0,32.2,32.55,31.65,31.7,5043928.0
4690,AA,2017-04-24,32.24,33.44,32.15,33.31,7907300.0,0.0,1.0,32.24,33.44,32.15,33.31,7907300.0
4691,AA,2017-04-25,34.23,36.55,34.23,36.49,11075292.0,0.0,1.0,34.23,36.55,34.23,36.49,11075292.0
4692,AA,2017-04-26,36.0,37.2,35.85,36.45,7369332.0,0.0,1.0,36.0,37.2,35.85,36.45,7369332.0
4693,AA,2017-04-27,35.75,35.9,34.155,34.52,14763506.0,0.0,1.0,35.75,35.9,34.155,34.52,14763506.0
4694,AA,2017-04-28,34.81,34.945,33.68,33.73,5238656.0,0.0,1.0,34.81,34.945,33.68,33.73,5238656.0
4695,AA,2017-05-01,33.95,34.13,32.9,33.28,4984140.0,0.0,1.0,33.95,34.13,32.9,33.28,4984140.0
4696,AA,2017-05-02,33.31,34.33,33.3,33.33,3882041.0,0.0,1.0,33.31,34.33,33.3,33.33,3882041.0
4697,AA,2017-05-03,32.9,32.9,31.51,31.69,7328528.0,0.0,1.0,32.9,32.9,31.51,31.69,7328528.0
4698,AA,2017-05-04,31.22,31.36,30.42,31.04,7900198.0,0.0,1.0,31.22,31.36,30.42,31.04,7900198.0
4699,AA,2017-05-05,31.35,31.96,31.05,31.82,4031041.0,0.0,1.0,31.35,31.96,31.05,31.82,4031041.0
4700,AA,2017-05-08,31.37,31.37,30.66,31.02,3780789.0,0.0,1.0,31.37,31.37,30.66,31.02,3780789.0
4701,AA,2017-05-09,31.22,31.24,30.46,30.82,3413988.0,0.0,1.0,31.22,31.24,30.46,30.82,3413988.0
4702,AA,2017-05-10,30.95,31.46,30.7,31.08,3486451.0,0.0,1.0,30.95,31.46,30.7,31.08,3486451.0
4703,AA,2017-05-11,31.23,31.31,30.45,31.16,4109259.0,0.0,1.0,31.23,31.31,30.45,31.16,4109259.0
4704,AA,2017-05-12,31.0,32.13,30.96,31.79,3379716.0,0.0,1.0,31.0,32.13,30.96,31.79,3379716.0
4705,AA,2017-05-15,32.17,32.5,31.97,32.03,2383950.0,0.0,1.0,32.17,32.5,31.97,32.03,2383950.0
4706,AA,2017-05-16,32.1,32.4,31.75,32.16,2993409.0,0.0,1.0,32.1,32.4,31.75,32.16,2993409.0
4707,AA,2017-05-17,31.88,32.22,31.58,31.63,3707349.0,0.0,1.0,31.88,32.22,31.58,31.63,3707349.0
4708,AA,2017-05-18,31.45,32.17,31.1,31.92,2394271.0,0.0,1.0,31.45,32.17,31.1,31.92,2394271.0
4709,AA,2017-05-19,32.16,32.88,32.1,32.29,2606084.0,0.0,1.0,32.16,32.88,32.1,32.29,2606084.0
4710,AA,2017-05-22,32.65,33.2,32.47,32.96,3402047.0,0.0,1.0,32.65,33.2,32.47,32.96,3402047.0
4711,AA,2017-05-23,32.98,33.36,32.56,33.26,2949100.0,0.0,1.0,32.98,33.36,32.56,33.26,2949100.0
4712,AA,2017-05-24,33.27,33.92,33.045,33.51,3338172.0,0.0,1.0,33.27,33.92,33.045,33.51,3338172.0
4713,AA,2017-05-25,33.68,34.09,33.03,33.09,2321565.0,0.0,1.0,33.68,34.09,33.03,33.09,2321565.0
4714,AA,2017-05-26,32.87,33.36,32.87,33.27,2369666.0,0.0,1.0,32.87,33.36,32.87,33.27,2369666.0
4715,AA,2017-05-30,33.03,33.16,32.53,32.99,3215090.0,0.0,1.0,33.03,33.16,32.53,32.99,3215090.0
4716,AA,2017-05-31,32.88,33.05,31.76,32.94,4491991.0,0.0,1.0,32.88,33.05,31.76,32.94,4491991.0
4717,AA,2017-06-01,32.84,33.45,32.45,32.94,2372191.0,0.0,1.0,32.84,33.45,32.45,32.94,2372191.0
4718,AA,2017-06-02,32.39,33.0,32.35,32.86,2633226.0,0.0,1.0,32.39,33.0,32.35,32.86,2633226.0
4719,AA,2017-06-05,32.65,33.58,32.65,33.32,2604958.0,0.0,1.0,32.65,33.58,32.65,33.32,2604958.0
4720,AA,2017-06-06,33.11,33.49,32.78,32.94,2295347.0,0.0,1.0,33.11,33.49,32.78,32.94,2295347.0
4721,AA,2017-06-07,33.15,33.17,32.4,32.82,3329688.0,0.0,1.0,33.15,33.17,32.4,32.82,3329688.0
4722,AA,2017-06-08,32.6,33.65,32.59,33.5,3274208.0,0.0,1.0,32.6,33.65,32.59,33.5,3274208.0
4723,AA,2017-06-09,33.64,34.0,32.85,33.01,3063086.0,0.0,1.0,33.64,34.0,32.85,33.01,3063086.0
4724,AA,2017-06-12,32.82,33.21,31.63,31.78,4709295.0,0.0,1.0,32.82,33.21,31.63,31.78,4709295.0
4725,AA,2017-06-13,31.97,32.548,31.55,32.48,2995123.0,0.0,1.0,31.97,32.548,31.55,32.48,2995123.0
4726,AA,2017-06-14,32.57,32.68,31.21,31.54,3714380.0,0.0,1.0,32.57,32.68,31.21,31.54,3714380.0
4727,AA,2017-06-15,31.12,31.45,30.61,30.74,3224303.0,0.0,1.0,31.12,31.45,30.61,30.74,3224303.0
4728,AA,2017-06-16,30.8,30.8625,29.55,30.0,4741975.0,0.0,1.0,30.8,30.8625,29.55,30.0,4741975.0
4729,AA,2017-06-19,30.37,31.3,30.16,30.89,3909102.0,0.0,1.0,30.37,31.3,30.16,30.89,3909102.0
4730,AA,2017-06-20,30.69,31.095,30.41,30.45,2566746.0,0.0,1.0,30.69,31.095,30.41,30.45,2566746.0
4731,AA,2017-06-21,30.59,30.59,29.6346,29.69,3485500.0,0.0,1.0,30.59,30.59,29.6346,29.69,3485500.0
4732,AA,2017-06-22,29.81,30.25,29.66,29.8,2906662.0,0.0,1.0,29.81,30.25,29.66,29.8,2906662.0
4733,AA,2017-06-23,30.13,31.43,29.79,31.09,6287723.0,0.0,1.0,30.13,31.43,29.79,31.09,6287723.0
4734,AA,2017-06-26,31.19,31.295,30.65,31.18,2935982.0,0.0,1.0,31.19,31.295,30.65,31.18,2935982.0
4735,AA,2017-06-27,31.6,32.5,31.49,31.63,5463485.0,0.0,1.0,31.6,32.5,31.49,31.63,5463485.0
4736,AA,2017-06-28,32.1,33.0,31.93,32.95,3764296.0,0.0,1.0,32.1,33.0,31.93,32.95,3764296.0
4737,AA,2017-06-29,33.11,33.34,32.61,33.18,3730077.0,0.0,1.0,33.11,33.34,32.61,33.18,3730077.0
4738,AA,2017-06-30,33.16,33.45,32.535,32.65,3014777.0,0.0,1.0,33.16,33.45,32.535,32.65,3014777.0
4739,AA,2017-07-03,32.94,34.3,32.915,34.02,3112086.0,0.0,1.0,32.94,34.3,32.915,34.02,3112086.0
4740,AA,2017-07-05,34.17,34.255,33.57,33.77,4006069.0,0.0,1.0,34.17,34.255,33.57,33.77,4006069.0
4741,AA,2017-07-06,33.61,35.38,33.6,33.89,6220940.0,0.0,1.0,33.61,35.38,33.6,33.89,6220940.0
4742,AA,2017-07-07,34.0,34.37,33.265,34.19,3772263.0,0.0,1.0,34.0,34.37,33.265,34.19,3772263.0
4743,AA,2017-07-10,33.91,34.45,33.68,34.14,3036347.0,0.0,1.0,33.91,34.45,33.68,34.14,3036347.0
4744,AA,2017-07-11,34.22,35.08,33.99,35.0,4244142.0,0.0,1.0,34.22,35.08,33.99,35.0,4244142.0
4745,AA,2017-07-12,35.25,35.47,34.44,34.6,4134442.0,0.0,1.0,35.25,35.47,34.44,34.6,4134442.0
4746,AA,2017-07-13,35.45,36.38,35.43,36.01,5277848.0,0.0,1.0,35.45,36.38,35.43,36.01,5277848.0
4747,AA,2017-07-14,36.2,36.44,35.98,36.32,3966487.0,0.0,1.0,36.2,36.44,35.98,36.32,3966487.0
4748,AA,2017-07-17,36.44,36.69,36.205,36.4,3453010.0,0.0,1.0,36.44,36.69,36.205,36.4,3453010.0
4749,AA,2017-07-18,36.4,36.48,35.8,36.43,3049846.0,0.0,1.0,36.4,36.48,35.8,36.43,3049846.0
4750,AA,2017-07-19,36.61,36.62,36.07,36.5,4431844.0,0.0,1.0,36.61,36.62,36.07,36.5,4431844.0
4751,AA,2017-07-20,35.95,37.31,35.95,36.72,4745762.0,0.0,1.0,35.95,37.31,35.95,36.72,4745762.0
4752,AA,2017-07-21,36.55,36.8585,36.5055,36.62,2449086.0,0.0,1.0,36.55,36.8585,36.5055,36.62,2449086.0
4753,AA,2017-07-24,36.59,36.88,36.51,36.69,2244773.0,0.0,1.0,36.59,36.88,36.51,36.69,2244773.0
4754,AA,2017-07-25,37.07,37.38,36.865,37.3,3403471.0,0.0,1.0,37.07,37.38,36.865,37.3,3403471.0
4755,AA,2017-07-26,37.42,37.61,36.56,36.63,3390179.0,0.0,1.0,37.42,37.61,36.56,36.63,3390179.0
4756,AA,2017-07-27,36.84,37.07,36.085,36.36,2044059.0,0.0,1.0,36.84,37.07,36.085,36.36,2044059.0
4757,AA,2017-07-28,36.17,36.32,35.54,35.64,2851126.0,0.0,1.0,36.17,36.32,35.54,35.64,2851126.0
4758,AA,2017-07-31,35.97,36.44,35.665,36.4,2137320.0,0.0,1.0,35.97,36.44,35.665,36.4,2137320.0
4759,AA,2017-08-01,36.46,36.74,35.91,36.38,1918688.0,0.0,1.0,36.46,36.74,35.91,36.38,1918688.0
4760,AA,2017-08-02,36.27,37.33,36.2,37.28,2962758.0,0.0,1.0,36.27,37.33,36.2,37.28,2962758.0
4761,AA,2017-08-03,37.28,37.6,36.94,37.09,2884558.0,0.0,1.0,37.28,37.6,36.94,37.09,2884558.0
4762,AA,2017-08-04,37.34,37.5,36.73,37.42,2285810.0,0.0,1.0,37.34,37.5,36.73,37.42,2285810.0
4763,AA,2017-08-07,38.0,38.47,37.61,37.99,4914994.0,0.0,1.0,38.0,38.47,37.61,37.99,4914994.0
4764,AA,2017-08-08,38.5,40.3621,38.36,39.58,8674921.0,0.0,1.0,38.5,40.3621,38.36,39.58,8674921.0
4765,AA,2017-08-09,39.21,39.45,38.4,38.62,3692522.0,0.0,1.0,39.21,39.45,38.4,38.62,3692522.0
4766,AA,2017-08-10,38.12,38.78,37.715,37.78,3515585.0,0.0,1.0,38.12,38.78,37.715,37.78,3515585.0
4767,AA,2017-08-11,37.21,37.91,36.93,37.78,2936153.0,0.0,1.0,37.21,37.91,36.93,37.78,2936153.0
4768,AA,2017-08-14,38.11,38.1584,37.1247,37.19,2129458.0,0.0,1.0,38.11,38.1584,37.1247,37.19,2129458.0
4769,AA,2017-08-15,37.3,37.98,37.14,37.5,1826477.0,0.0,1.0,37.3,37.98,37.14,37.5,1826477.0
4770,AA,2017-08-16,37.96,39.33,37.9101,39.23,4295678.0,0.0,1.0,37.96,39.33,37.9101,39.23,4295678.0
4771,AA,2017-08-17,39.0,39.0,37.75,37.8,3272834.0,0.0,1.0,39.0,39.0,37.75,37.8,3272834.0
4772,AA,2017-08-18,37.88,38.21,37.34,37.76,2028802.0,0.0,1.0,37.88,38.21,37.34,37.76,2028802.0
4773,AA,2017-08-21,38.19,38.66,38.05,38.47,2331799.0,0.0,1.0,38.19,38.66,38.05,38.47,2331799.0
4774,AA,2017-08-22,38.74,40.1299,38.73,39.77,3867097.0,0.0,1.0,38.74,40.1299,38.73,39.77,3867097.0
4775,AA,2017-08-23,39.56,41.44,39.45,41.06,4820314.0,0.0,1.0,39.56,41.44,39.45,41.06,4820314.0
4776,AA,2017-08-24,40.88,41.55,40.56,41.34,3103742.0,0.0,1.0,40.88,41.55,40.56,41.34,3103742.0
4777,AA,2017-08-25,41.68,41.8,40.84,41.21,2729842.0,0.0,1.0,41.68,41.8,40.84,41.21,2729842.0
4778,AA,2017-08-28,41.43,42.26,41.05,42.17,2678449.0,0.0,1.0,41.43,42.26,41.05,42.17,2678449.0
4779,AA,2017-08-29,41.66,43.18,41.38,43.0,3890419.0,0.0,1.0,41.66,43.18,41.38,43.0,3890419.0
4780,AA,2017-08-30,43.23,44.1,42.99100000000001,43.09,5502878.0,0.0,1.0,43.23,44.1,42.99100000000001,43.09,5502878.0
4781,AA,2017-08-31,43.67,44.0,43.18,43.88,4088495.0,0.0,1.0,43.67,44.0,43.18,43.88,4088495.0
4782,AA,2017-09-01,44.21,45.22,44.13,45.04,3374580.0,0.0,1.0,44.21,45.22,44.13,45.04,3374580.0
4783,AA,2017-09-05,45.08,45.12,43.7,44.42,5222978.0,0.0,1.0,45.08,45.12,43.7,44.42,5222978.0
